BESTDATE,BESTSTAT,NAMEADDR,Alias,LANDUSE,CASENO,PLNDESC,BPAPPLNO,DBIDESC,FirstFiled,COST,PROPUSE,APN,EntitlementStatus,NEIGHBORHOOD,PLANAREA,PLANDISTRICT,SUPDIST,ZONING,ZONEDISTRICTNAME,HEIGHTLIMIT,UNITS,UNITSNET,AFFORDABLE,AFFORDABLE_NET,RETAILCOMM_EXISTING,RETAILCOMM_PROPOSED,RETAILCOMM_NET,OFFICE_EXISTING,OFFICE_PROPOSED,OFFICE_NET,INDUSTRIAL_EXISTING,INDUSTRIAL_PROPOSED,INDUSTRIAL_NET,MEDICAL_EXISTING,MEDICAL_PROPOSED,MEDICAL_NET,VISITOR_EXISTING,VISITOR_PROPOSED,VISITOR_NET,CIE_EXISTING,CIE_PROPOSED,CIE_NET,SPONSOR,CONTACT,CONTACTPH,PLANNER,LOCATION
11/16/2015,BP ISSUED,2955 20TH AV,,Resident,,,201506098540,"LEGALIZE AND RENOVATE EXTG UNIT ON GROUND FLOOR INCLUDING 4 BEDROOMS, 2 BATH, FAMILY ROOM AND LIVING",06/09/2015,$60000.00,2 FAMILY DWELLING,APN 7204004,-1,Lakeshore,,Ingleside,SUPERVISORIAL DISTRICT 7,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7335730551, -122.476397)"
12/23/2015,BP FILED,2965 25TH AV,,Resident,2016-000221PRJ,,201512235880,LEGALIZE DWELLING UNIT AT 1/F PER ORDINANCE NO.43-14,12/23/2015,$3000.00,2 FAMILY DWELLING,APN 7209004B,0,Lakeshore,,Ingleside,SUPERVISORIAL DISTRICT 7,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7331640270, -122.481311)"
11/23/2015,CONSTRUCTION,3 NAPLES ST,,Resident,,,201402249163,"ERECT 2-STORY, 1 BASEMENT, TYPE V, 1 DWELLING UNIT BUILDING.",02/24/2014,$325000.00,1 FAMILY DWELLING,APN 5948026A,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 11,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7284069324, -122.425151)"
10/08/2014,BP APPROVED,30 BLAKE ST,,Resident,,,201404234009,VERTICAL ADDITION. REMODEL AND NEW UNIT TO BE ADDED UP TOP. ALSO INCL A 2-STORY ADDITION IN REAR. FO,04/23/2014,$125000.00,2 FAMILY DWELLING,APN 1068014,-1,Presidio Heights,,Richmond,SUPERVISORIAL DISTRICT 2,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7832454571, -122.451060)"
06/06/2014,BP REINSTATED,30 EDITH ST,,Resident,2010.0084,,200812319407,CONVERT ONE (1) UNIT TO THREE (3) UNIT CONDOS & ADD TWO (2) NEW STORIES. REMODEL (E) BLDG INCLUDING,12/31/2008,$350000.00,APARTMENTS,APN 0077004,-1,North Beach,,Northeast,SUPERVISORIAL DISTRICT 3,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.8029085701, -122.408605)"
01/11/2016,PL FILED,30 OTIS ST,,Mixres,2015-010013PRJ,"The proposed project consist of demolition of the existing buildings and construction of a new approximately 250-foot tall mixed use building (the ""Project"").  The Project will feature 354 dwelling units on the top of 26 floors of the building.  Approxim",,,09/28/2015,$0.00,,APN 3505016,0,South of Market,Market and Octavia; Downtown,Mission,SUPERVISORIAL DISTRICT 6,C-3-G,DOWNTOWN- GENERAL,85-X,354,354,0,0,10000,4600,-5400,15000,0,-15000,15000,0,-15000,0,0,0,0,0,0,10000,13125,3125,,,,,"(37.7729169149, -122.419395)"
08/28/2014,PL FILED,300 - 308 UNIVERSITY ST,,Resident,2014.1345,New construction of four single-family dwellings on four vacant lots.,,,08/28/2014,$0.00,,APN 5991001,0,Excelsior,,South Central,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeremy  Schaub,Jeremy  Schaub,682-8060x103,EJASZEWS,"(37.7263444900, -122.414260)"
03/16/2016,BP ISSUED,300 04TH ST,,Retail/Ent,2015-002949PRJ,,201503029730,CHANGE OF USE.  CORE SHELL TO REMAIN - INTERIOR TENANT IMPROVEMENTS. THE FACILITY WILL BECOME A PERS,03/02/2015,$750000.00,"WAREHOUSE,NO FRNITUR",APN 3752001,-1,South of Market,Central SoMa; East SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,MUR,MIXED USE-RESIDENTIAL,85-X,0,0,0,0,0,16622,16622,0,0,0,0,0,0,0,0,0,0,0,0,16622,0,-16622,,THE SOCIETY OF CALIFORNIA PION,,EOROPEZA,"(37.7817414321, -122.401196)"
10/23/2015,BP FILED,300 ARBALLO DR,"PARKMERCED, PHASE I",Resident,2014.1370,,201510230639,"TO ERECT 8 STORIES, NO BASEMENT, 89 UNITS RESIDENTIAL BUILDING.",09/08/2014,$0.00,APARTMENTS,APN 7308001,0,Lakeshore,Parkmerced,Ingleside,SUPERVISORIAL DISTRICT 7,PM-R,PARKMERCED-RESIDENTIAL,45-PM,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7205047819, -122.483875)"
12/05/2013,PL APPROVED,300 CALIFORNIA ST,,MIPS,2012.0605,Vertical addition of 4 floors of office to an existing 8 story office building.  The existing rooftop penthouse will be removed.  Existing basement parking and ground-floor retail uses would remain.  Publicly accessible open space would be provided at a,,,09/12/2012,$0.00,,APN 0238002,-1,Financial District,Downtown,Downtown,SUPERVISORIAL DISTRICT 3,C-3-O,DOWNTOWN- OFFICE,400-S,0,0,0,0,11400,11400,0,105787,162246,56459,0,0,0,0,0,0,0,0,0,0,0,0,Tracy Zill,,,,"(37.7934465419, -122.400344)"
09/26/2014,BP FILED,300 FOERSTER ST,,Resident,,,201409267403,LEGALIZATION OF 2 UNIT . ORDINANCE 43-14.,09/26/2014,$5000.00,2 FAMILY DWELLING,APN 3116023,0,Outer Mission,,Ingleside,SUPERVISORIAL DISTRICT 7,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7308217354, -122.448586)"
10/23/2015,PL FILED,300 GRANT AV,272 - 290 SUTTER ST,Mixed,2015-000878PRJ,Demo existing non-historic buildings at 272 Sutter and 290 Sutter.  Construct new building with basement plus six stories. Offices on floors three (3) - six (6) with retail on the first floor.,,,09/02/2015,$0.00,,APN 0287014,0,Financial District,Downtown,Downtown,SUPERVISORIAL DISTRICT 3,C-3-R,DOWNTOWN- RETAIL,80-130-F,0,0,0,0,46390,27500,-18890,0,35880,35880,0,0,0,0,0,0,0,0,0,0,0,0,,,,LYEGAZU,"(37.7899138791, -122.405233)"
05/28/2015,PL FILED,300 OCTAVIA ST (BP SET 1 OF 2),300 / 310 / 320 /330 OCTAVIA ST,Mixres,2014-002330PRJ,"The proposed project includes construction of two 5-story, approximately 55-foot-tall building with  a combined 24 residential units over ground floor commercial uses with bicycle parking.",200810013158,TO ERECT 16 DWELLING UNIT WITH 5 STORIES NEW BLDG(CONDO AND RETAIL),02/25/2015,$3250000.00,APARTMENTS,APN 0832025,0,Western Addition,Market and Octavia,Western Addition,SUPERVISORIAL DISTRICT 5,NCT-HAYES,HAYES NCT,,16,16,1,1,0,1606,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,City County of San Francisco Office,554-5395,CGROB,"(37.7750995504, -122.424040)"
05/28/2015,PL FILED,300 OCTAVIA ST (BP SET 2 OF 2),350 / 360 / 370 / 380 OCTAVIA ST,Mixres,2014-002330PRJ,"The proposed project includes construction of two 5-story, approximately 55-foot-tall building with  a combined 24 residential units over ground floor commercial uses with bicycle parking.",200810013162,TO ERECT 16 DWELLING UNIT WITH 5 STORIES NEW BLDG(CONDO AND RETAIL),02/25/2015,$3250000.00,APARTMENTS,APN 0832026,0,Western Addition,Market and Octavia,Western Addition,SUPERVISORIAL DISTRICT 5,NCT-HAYES,HAYES NCT,,16,16,1,1,0,1606,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,CGROB,"(37.7755184651, -122.424124)"
06/02/2015,PL APPROVED,301 06TH ST,999 FOLSOM ST,Mixres,2013.0538,The proposed project would demolish a former gas station now car detailing structure to erect a 7-story plus basement mixed use building.  Basement level would have 46 off-street parking.  Ground level: commercial space and residential units.  Floors 2 t,,,08/29/2014,$3000000.00,,APN 3753122,-1,South of Market,Central SoMa; East SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,MUR,MIXED USE-RESIDENTIAL,85-X,84,84,0,0,1000,4700,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Bau,Bruce Bau,397-7416,TBLOMGRE,"(37.7784419135, -122.405086)"
06/17/2015,PL FILED,301 25TH AV,,Mixres,2014.0952PRJ,"Demolish existing structures.  Subdivide into 3 parcels.  Lot 1:  4-story building with retail and parking at ground floor; residential and open space at floors 2, 3 & 4.  Lots 2 & 3:  4-story building with parking and open space at ground floor and resi",,,04/09/2015,$0.00,,APN 1408001,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,9,9,0,0,0,0,0,0,0,0,1022,24718,23696,0,0,0,0,0,0,0,0,0,Double AA Corp.,Wisfe Aish,650-589-7722,SLAI,"(37.7836246512, -122.485261)"
03/20/2015,BP FILED,301 UPPER TR,,Resident,,,201503201416,Multiple Permits,03/20/2015,$4000000.00,1 FAMILY DWELLING,APN 2628035,0,Castro/Upper Market,,Buena Vista,SUPERVISORIAL DISTRICT 8,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7621021027, -122.445587)"
03/15/2016,PL APPROVED,302 SILVER AV,JEWISH HOME OF SAN FRANCISCO,Mixres,2011.1323,"Project includes the demolition of the Main/ West/ Infirmary Building, approximately 50,600 square feet, and the new construction of two buildings (1A and 1B), totaling approximately 264,984 square feet, which would house up to 210 Residential Care Facil",201603152080,CONTRUCT (N) RESIDENTIAL CARE FOR THE ELDERLY,11/16/2011,$67000000.00,APARTMENTS,APN 5952002,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 11,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",50/65/80-X,198,198,0,0,0,4600,4600,0,6291,6291,0,0,0,0,0,0,0,0,0,296125,561109,264984,,,,TCHANG,"(37.7277801111, -122.430569)"
11/05/2015,BP APPROVED,302 UNIVERSITY ST,,Resident,,,201407302510,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",07/30/2014,$500000.00,1 FAMILY DWELLING,APN 5991002,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7262792492, -122.414233)"
02/27/2013,CONSTRUCTION,3020 LAGUNA ST,,Resident,2010.0501,"New contruction of 4-story, 2-unit building.",201009271661,"TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.",09/27/2010,$0.00,,APN 0519029,-1,Marina,,Marina,SUPERVISORIAL DISTRICT 2,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amir Mortazavi,Amir Mortazavi,650-400-9432,MWEINTRA,"(37.7991913652, -122.430628)"
12/19/2014,BP FILED,531 33RD AV,,Resident,,,201412194158,"ERECT 3-STORY, TYPE 5, 2 DWELLING UNITS BUILDING.",12/19/2014,$500000.00,2 FAMILY DWELLING,APN 1511005,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7790034384, -122.493587)"
11/13/2015,BP FILED,3025 CESAR CHAVEZ ST,,Resident,,,201511132603,EXCAVATE GROUND FLOOR: INSTALL 2ND UNIT (2 BEDS  AND 1 BATH) REPLACE REAR DECK. EXTEND HOME HORIZONT,11/13/2015,$65000.00,2 FAMILY DWELLING,APN 5505020,0,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7480749406, -122.410116)"
10/27/2014,BP ISSUED,3038 CLEMENT ST,,Mixres,2012.0990,To construct 6 unit building over commercial and parking garage. Building height proposed at 40'. Each unit will be 3 bedrooms.,201211093910,DEMOLISH 1 STORY RETAIL BUILDING,11/09/2012,$20000.00,,APN 1402023,-1,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,6,6,0,0,1602,1186,-416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,MWOODS,"(37.7819419465, -122.492031)"
12/17/2013,BP FILED,3040 24TH ST,,Resident,,,201312174396,"TO ERECT 3-STORIES, NO BASEMENT, MIXED-USE NEW BUILDING.",12/17/2013,$600000.00,1 FAMILY DWELLING,APN 3640079,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,NCT-24TH-MISSION,24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT,45-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7527652854, -122.412775)"
06/24/2015,BP FILED,306 ARLETA AV,,Resident,,,201506249813,LEGALIZATION OF IN-LAW UNIT.  757.8 SQ FT PRE-BUILT BASEMENT LEVEL WITHOUT PERMIT. SCOPE CONSISTS OF,06/24/2015,$22275.00,2 FAMILY DWELLING,APN 6233003,0,Visitacion Valley,,South Central,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7147416058, -122.409008)"
11/02/2015,BP APPROVED,306 UNIVERSITY ST,,Resident,,,201407302511,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",07/30/2014,$500000.00,1 FAMILY DWELLING,APN 5991003,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7262140074, -122.414206)"
11/04/2015,BP APPROVED,308 UNIVERSITY ST,,Resident,,,201407302512,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",07/30/2014,$500000.00,1 FAMILY DWELLING,APN 5991004,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7261487666, -122.414179)"
03/08/2016,BP Filed,31 PASADENA ST,,Resident,,,201603081447,"DEVELOPMENT OF 1ST (GROUND) FLOOR ROOMS, LEGALIZE EXISTING ROOMS, TO COMPLY WITH NOV 201587151.",03/08/2016,$0.00,2 FAMILY DWELLING,APN 6321012,0,Visitacion Valley,,South Central,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7090869282, -122.418486)"
01/06/2014,BP ISSUED,31 URANUS TR,,Resident,,,201208298556,"REVISION TO PA#2009/08/21/5271. CONVERT (E) 4 STORY S.F.R TO (2) 2 STORY RES'D, CONSTRUCT 1 HR. CORR",08/29/2012,$8000.00,2 FAMILY DWELLING,APN 2654031,-1,Castro/Upper Market,,Central,SUPERVISORIAL DISTRICT 8,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7614146990, -122.445239)"
08/06/2014,CONSTRUCTION,311 EUREKA ST,,Resident,2009.0685,,200905047636,TO ERECT 4 STORY 2 FAMILY DWELLING,05/04/2009,$800000.00,2 FAMILY DWELLING,APN 2750035,-1,Castro/Upper Market,,Central,SUPERVISORIAL DISTRICT 8,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7571233500, -122.437602)"
02/24/2016,PL APPROVED,311 GROVE ST,,Resident,2014.1473,Construction of a new 8 unit multi-family residential structure spanning the length of the site from Grove to Ivy Street.  The project will include one-level of subterranean vehicle and bicycle parking.,,,10/15/2014,$3002000.00,,APN 0809020,-1,Downtown/Civic Center,Market and Octavia,Western Addition,SUPERVISORIAL DISTRICT 5,NCT-HAYES,HAYES NCT,50-X,8,8,0,0,0,2525,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jacqueline Braver,Jacqueline Braver,378-7566,MBOURDRE,"(37.7777008471, -122.422008)"
01/08/2016,BP Filed,312 BAKER ST,,Resident,2016-000595PRJ,,201601086676,"PER ORDINANCE NO 30-15, CONST 4 NEW DWELLING UNITS IN BASEMENT INCLUDING NEW REAR EXTERIOR PATIO, IN",01/08/2016,$727560.00,APARTMENTS,APN 1205021,0,Haight Ashbury,,Western Addition,SUPERVISORIAL DISTRICT 5,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7739757383, -122.440640)"
12/23/2015,BP ISSUED,3123 FOLSOM ST,,Resident,2014.1109,Demolish existing one-story garage and construct a 3-story building with two residences and four parking spaces . Variance request to the parking requirement of Bernal Heights SUD.,201407302522,"TO ERECT 3 STORIES, NO BASEMENT, 2 FAMILY DWELLING, TYPE V CONSTRUCTION.",07/17/2014,$600000.00,2 FAMILY DWELLING,APN 5503018,-1,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karl Lee,Jeremy  Schaub,682-8060x103,JSPEIRS,"(37.7479114444, -122.413326)"
11/17/2015,BP APPROVED,3125 LINCOLN WY,,Resident,,,201411060898,"LEGALIZATION OF (E) UNAUTHORIZED ""IN LAW"" DWELLING UNIT AT 1/F. UNIT LEGALIZATION ORDINANCE 43-14.",11/06/2014,$20000.00,2 FAMILY DWELLING,APN 1718046,-1,Outer Sunset,,Outer Sunset,SUPERVISORIAL DISTRICT 4,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7645587264, -122.491654)"
06/30/2015,BP FILED,3131 QUINTARA ST,,Resident,,,201506300382,UNIT LEGALIZATION FROM SINGLE FAMILY TO TWO FAMILY DWELLING PE ORDINANCE 43-14,06/30/2015,$19700.00,2 FAMILY DWELLING,APN 2177054,0,Outer Sunset,,Outer Sunset,SUPERVISORIAL DISTRICT 4,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7473811751, -122.499145)"
07/18/2014,BP FILED,315 SOUTH VAN NESS AV,,Resident,,,201407181625,ADD 3 STORIES OF RESIDENCES ON TOP WEST THIRD OF (E) BLDG. SEE TABLE OF AREAS A-0.02. FLOOR 1: (N) F,07/18/2014,$380000.00,APARTMENTS,APN 3549041,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,UMU,URBAN MIXED USE,58-X,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7681205858, -122.417460)"
10/13/2015,PL FILED,3178 MISSION ST,,Mixres,2015-010245PRJ,"Proposed demolition and construction of (N) 5-story, 50' tall building on the western portion of the lot. Four dwelling units on floors 2-5 with commercial space on ground floor. Alteration of (E) Victorian on eastern portion of lot. Proposed 3rd floor a",,,08/10/2015,$0.00,,APN 6574013,0,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",50-X,7,4,0,0,2558,1813,-745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,JBANALES,"(37.7464020297, -122.419774)"
12/31/2015,BP FILED,318 30TH AV,,Resident,,,201512316214,"TO ERECT 4 STORIES, 1 BASEMENT, 2 FAMILY DWELLING.",12/31/2015,$800000.00,2 FAMILY DWELLING,APN 1404041,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7832372665, -122.490008)"
02/22/2016,BP ISSUED,3198 MARKET ST,,Resident,2014.0863,Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two unit residential building on a vacant property.,201407221872,"CONSTRUCT NEW 3-STORIES, NO BASEMENT, 2-UNIT RESIDENTIAL BUILDING.",06/06/2014,$403792.00,,APN 2659052,-1,Castro/Upper Market,,Central,SUPERVISORIAL DISTRICT 8,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochmar Family LLC,Davida Rochlin Fred Marcus,310-923-1191,MBOUDREA,"(37.7595387761, -122.445090)"
02/01/2016,BP FILED,32 HERON ST,,Mixres,2015-013502PRJ,Change of use from Office to Residential (second floor) and Arts Activity (ground floor) including a roof deck and a rear courtyard.  The project also proposes a small Limited Restaurant retail kiosk selling coffee and related items at the street frontag,201602018541,,10/08/2015,$0.00,1 FAMILY DWELLING,APN 3755049,0,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,WMUG,WSOMA MIXED USE-GENERAL,55-X,1,1,0,0,0,67,67,2187,0,-2187,0,0,0,0,0,0,0,0,0,0,0,0,Gary Bell + Associates,,4153770425,DVU,"(37.7745664736, -122.408873)"
09/11/2014,PL APPROVED,320 - 400 PAUL AV,,PDR,2011.0408,"To construct a 2-story, 171,000 sq. ft. data center as well as renovation of the 12,560 sq. ft. existing building at 320 Paul Avenue. The project will require demolition of 350 Paul and 400 Paul Avenue, both are vacant warehouses. The owners had previous",201411171675,"TO ERECT 2 STORIES, NO BASEMENT, DATA CENTER BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED",04/20/2011,$39567908.00,,APN 5431A014,-1,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",65-J,0,0,0,0,0,0,0,0,0,0,151130,242330,91200,0,0,0,0,0,0,0,0,0,The Camba,The Camba,925-933-1,BWYCKO,"(37.7248498560, -122.398679)"
06/13/2008,BP FILED,3201 BALBOA ST,,Mixres,,,200806134390,"ERECT A 3 STORY, 3 DWELLING UNITS AND MIXED USE BUILDING; DEMOLISH A FITNESS AND OFFICE BUILDING",06/13/2008,$850000.00,FOOD/BEVERAGE HNDLNG,APN 1611001,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",40-X,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7756554306, -122.493192)"
10/08/2015,CONSTRUCTION,3215 SCOTT ST,,Resident,,,201410249901,CONVERT (E) 2ND FLR OFFICE/COMMERCIAL AREAS @ UNITS 3215B & 3215C TO TWO NEW RESIDENTIAL UNITS. ONE,10/24/2014,$45000.00,APARTMENTS,APN 0936020,-1,Marina,,Marina,SUPERVISORIAL DISTRICT 2,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7994601361, -122.441238)"
05/10/2013,CONSTRUCTION,322 29TH AV,,Resident,,,201106238762,CONVERT SINGLE DWELLING UNIT INTO 2 UNITS RESIDENTIAL W/ ADDITION TO REAR OF BUILDING INCLUDING NEW,06/23/2011,$300000.00,2 FAMILY DWELLING,APN 1405045,-1,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7832193794, -122.488927)"
03/15/2016,CONSTRUCTION,322 COLERIDGE ST,,Resident,,,201412053178,LEGALIZE ILLEGAL UNIT AT GARAGE LEVEL,12/05/2014,$10000.00,APARTMENTS,APN 5673003,-1,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7415816226, -122.421344)"
02/01/2016,BP Filed,3221 BALBOA ST,,Resident,2016-001658PRJ,,201602018545,LEGALIZAE (E) ILLEGAL UNIT @ GROUND FL. APPROX 600 SQ FT TO COMPLY WITH NOV 201540571.,02/01/2016,$25000.00,APARTMENTS,APN 1611001F,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7756429957, -122.493464)"
05/20/2015,PL FILED,3225 LINCOLN WY,,CIE,2015-006327PRJ,Change of use from residential to religious.,,,05/20/2015,$0.00,,APN 1717048,0,Outer Sunset,,Outer Sunset,SUPERVISORIAL DISTRICT 4,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,2450,,NAGARA DHAMMA TEMPLE INC THE,4156656576,TKENNEDY,"(37.7644974889, -122.492725)"
