BESTSTAT,BESTDATE,NAMEADDR,CASENO,BPAPPLNO,PROPUSE,BLKLOT,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFF,AFFNET,TOTAL_GSF,CIE,MED,MIPS,PDR,RET,VISIT,NET_GSF,CIENET,MEDNET,MIPSNET,PDRNET,RETNET,VISITNET,Entitlement,Alias,ZONING,ZONING_SIMPLIFY,HEIGHT,PLNNBRHOOD,PLNDISTRICT,SUPEDIST,SOURCE,PLANNER,FILEDATE,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,GEOGRAPHY
CONSTRUCTION,06/05/2015,3595 KEITH ST,2005.1054,200611308862,APARTMENTS,5476014,Resident,"Construction of 6 residential units on 4 floors of 40-foot high,  5721 sf building to be constructed on vacant lot.
====
Zoning: RM-1
To construct on this vacant triangular-shaped lot a new three-story-over-garage, six-unit building for seniors with t",ERECT 3 STORIES 1 SINGLE FAMILY BUILDING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,June 22 2006,,,,Withdrawn,February 03 2006,OK TO POUR,June 05 2015,"(37.71825529350, -122.39834008800)"
CONSTRUCTION,04/16/2009,750 JAMESTOWN AV,2007.0078,200609071583,1 FAMILY DWELLING,4976019,Resident,Construct a new single-family dwelling unit.,TO ERECT ONE DWELLING UNIT WITH  3 STORY SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,CASE TRACKING,JNAVARRE,January 19 2007,John Hills,John Hills,510-534-1026,CEQA,,START WORK,April 16 2009,"(37.71561975880, -122.38916838700)"
CONSTRUCTION,06/01/2015,2655 BUSH ST,2005.1106,201211093966,,1052024,Mixres,"Demolition of existing convalescent care facility and construction of 84 residential dwelling units and 4,500 sq. ft. of retail. Building would be 40' and 65' in height and would total 168,900 sq. ft. with 126 parking spaces.",ERECT 5-STORY TYPE V RESIDENTIAL & RETAIL BUILDING. GS,81,81,0,0,4500,0,0,0,0,4500,0,-40617,0,-45117,0,0,4500,0,true,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,40-X,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 2,CASE TRACKING,JBATTIS,April 29 2008,Ernest McNabb,Warner Schmalz,252-7063,Approved,October 10 2008,SHEETROCK NAILI,June 01 2015,"(37.78582138150, -122.44076997800)"
PL APPROVED,01/10/2014,527 STEVENSON ST,2010.0948,201010143017,,3703012,Mixres,"adaptive reuse of industrial building to residential with 67 DU, 210 sf of ground floor commercial and 9 parking spaces. Requires exceptions for DU Exposure and Loading and a Variance for rear yard",,67,67,0,0,210,0,0,0,0,210,0,-44390,0,0,0,-44600,210,0,true,,DOWNTOWN- GENERAL,C-3-G,120-F,South of Market,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,RCRAWFOR,May 13 2011,David Silverman,David Silverman,415 567 9000,APPROVED,February 03 2012,,,"(37.78099803110, -122.41016812900)"
CONSTRUCTION,06/04/2015,450 HAYES STREET,2012.0081,201306260573,,808039,Mixres,"The proposed project would construct a new 4-story residential building with 41 residential units, 20 parking spaces, and 3,300 sf of retail space. The proposed building would be 17,399 sf with a full basement level.  The lobby and two retail store front","TO ERECT 4 STORIES, 4 BASEMENTS, 41 RESIDENTIAL CONDO, RETAIL & PARKING.",41,41,0,0,3300,0,0,0,0,3300,0,3300,0,0,0,0,3300,0,true,,HAYES NCT,NCT,40-X,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 5,CASE TRACKING,KGUY,July 18 2012,Mark MacDonald,Mark MacDonald,415-692-5060,,,OK TO POUR,June 04 2015,"(37.77703611220, -122.42387937500)"
CONSTRUCTION,03/20/2014,832 SUTTER ST,2007.0392,201406138386,,281003,Mixres,The proposal is to construct a mixed-use building with no parking on an existing surface parking lot.,,27,27,0,0,1176,0,0,0,0,1176,0,1176,0,0,0,0,1176,0,true,,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",RC-4,80-A,Downtown/Civic Center,Downtown,SUPERVISORIAL DISTRICT 3,CASE TRACKING,JBATTIS,May 15 2007,Amy Tsai,Amy Tsai,415-567-9000,Approved,February 27 2014,,,"(37.78880085440, -122.41420385200)"
CONSTRUCTION,05/13/2015,468 CLEMENTINA ST,2005.0424,200507208144,APARTMENTS,3732071,Resident,"New construction of two four-story residential buildings on Lot to be subdivided, with 13-unit building fronting Tehama and 12-unit building fronting Clementina (468 Clementina).  Existing building to be demolished.",TO ERECT 4 STORY 12 UNIT DWELLING,25,25,0,0,0,0,0,0,0,0,0,-500,0,0,0,-500,0,0,true,,MIXED USE-RESIDENTIAL,MUR,45-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,RCOOPER,January 05 2006,Tuija I. Catalano,Tuija I. Catalano,567-9000,APPR,April 18 2006,"ROUGH FRAME, PA",May 13 2015,"(37.77988676340, -122.40569631200)"
CONSTRUCTION,02/11/2015,201 DONAHUE ST,,200907223200,APARTMENTS,4591C093,Resident,,"TO ERECT 3 STORIES, 25 RESIDENTIAL CONDOMINIUM UNITS. (VACANT LOT)",25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,HP-RA,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,July 22 2009,,,,,,"ROUGH FRAME, PA",February 11 2015,"(37.72838118430, -122.37019959900)"
BP ISSUED,03/19/2015,1446 OCEAN AV,2008.0538,200810315636,,3197010,Resident,Demolition of an existing gas station with accessory use and construction of a 4-story building with 13 residential units over commercial space and a 13-car garage.,"ERECT 4 STORIES COMMERCIAL & RESIDENTIAL, 13 DWELLING UNITS BUILDING.",13,13,0,0,0,0,0,0,0,0,0,-2500,0,0,0,0,-2500,0,true,,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,45-X,West of Twin Peaks,Ingleside,SUPERVISORIAL DISTRICT 7,CASE TRACKING,MSMITH,May 15 2008,David Silverman,,,,,ISSUED,March 19 2015,"(37.72453300080, -122.45788196500)"
CONSTRUCTION,04/22/2015,198 COLEMAN ST,,200912223676,APARTMENTS,4591C069,Resident,,"TO ERECT 3 STORY TYPE 5B, 12 UNITS RESIDENTIAL WITH PARKING.",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,HP-RA,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,December 22 2009,,,,,,REINSPECT REQUI,April 22 2015,"(37.72826883220, -122.36834995000)"
CONSTRUCTION,11/08/2013,782-786 ANDOVER ST,2006.0825,200603025879,2 FAMILY DWELLING,5825007,Resident,Construction of three new two-unit buildings - steep grade on lot requires parking variance for lot 9.  Total project would be six new residential units on three vacant lots.,TO ERECT 3 STORY S FAMILY DWELLING,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,EJACKSON,July 10 2006,RICK BRUCE,,,APPROVED,September 22 2009,REINFORCING STE,November 08 2013,"(37.73326056720, -122.41711867700)"
BP ISSUED,08/19/2014,1758 12TH AV,,201305298094,1 FAMILY DWELLING,2038A019,Resident,,ERECT 3-STORY TYPE V SINGLE FAMILY RESIDENCE.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Inner Sunset,Inner Sunset,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,,,,,,,ISSUED,August 19 2014,"(37.75535554060, -122.46859872200)"
CONSTRUCTION,05/20/2015,480 POTRERO AV,2011.043,201306250465,CONVALESCENT HOME,3973002C,Resident,"To construct a 6-story building over underground parking at 480 Potrero Avenue between Mariposa & 17th Street.  The new building will have 84 residential units, totaling approx. 85,490 sq. ft. including studio, one bedroom, two bedroom, and three bedroom","ERECT 6-STORY, 77 APTS, 1 BASEMENT, MIXED USE COMMERCIAL & PARKING BUILDING.",77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,URBAN MIXED USE,UMU,58-X,Mission,Mission,SUPERVISORIAL DISTRICT 10,CASE TRACKING,DHELMUTH,October 04 2012,480 Potre,480 Potre,415.434.9,,,REINFORCING STE,May 20 2015,"(37.76347766060, -122.40767136400)"
CONSTRUCTION,06/08/2015,2101 & 2155 WEBSTER STREET,2013.0227,201311222660,APARTMENTS,629037,Resident,,RENOVATE (E) OFFICE BLDG & DENTAL SCHOOL INTO 66-DWELLING UNITS. ADDITIONALLY PROPOSED PROJ WOULD CO,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,160-F,Pacific Heights,Marina,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,GCABRERO,,,,,,,REINFORCING STE,June 08 2015,"(37.79029604900, -122.43277198300)"
BP APPROVED,01/16/2009,1004 MISSISSIPPI ST,2008.0705,200705010141,,4224015,Resident,"Construct 28 dwelling units and 28 parking spaces in an underground garage on a vacant lot. The building would be approximately 57,974 sq. ft. and approxomately 40 feet in height.","ERECT 4 STORIES, 28 UNITS, 3 BASEMENTS, RESIDENTIAL CONDOMINIUM BUILDING.",28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,CASE TRACKING,AHOLLIST,November 15 2007,John Conomos,Bruce Baumann,415-551-7884,Approved,,APPROVED,January 16 2009,"(37.75361946300, -122.39404182300)"
PL APPROVED,11/15/2013,1601 LARKIN ST,2013.089,,,620006,Resident,27 Unit residential building and parking for 32 cars parking. Demolition of existing vacant former church & construction of a 27-unit residential building & prking for 32 cars. This application is filed as part of a settlement of pending litigation betwe,,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, MEDIUM DENSITY",RM-3,65-A,Nob Hill,Northeast,SUPERVISORIAL DISTRICT 3,CASE TRACKING,JKUGLER,July 03 2013,Bruce Baumann,Bruce Baumann,415-397-7416,Approved,November 15 2013,,,"(37.79277873170, -122.41976349100)"
CONSTRUCTION,01/14/2015,451 HUDSON AV,,201202295147,APARTMENTS,4591C045,Resident,,"TO ERECT 3 STORIES, 9 UNITS RESIDENTIAL BUILDING WITH PRIVATE PARKING.",9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,HP-RA,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,February 29 2012,,,,,,"ROUGH FRAME, PA",January 14 2015,"(37.72876206440, -122.36889409800)"
PL APPROVED,04/09/2013,5739 MISSION ST,2012.1454,,,6473039,Mixres,Remove 2 unit apartments and build 7 unit condominium.,,7,5,0,0,672,0,0,0,0,672,0,187,0,0,0,0,187,0,true,,EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT,NCD,40-X,Crocker Amazon,South Central,SUPERVISORIAL DISTRICT 11,CASE TRACKING,EJASZEWS,July 12 2013,Sean Buckley,Sean Buckley,285-1133,Approved,April 09 2013,,,"(37.70962568980, -122.44903490400)"
CONSTRUCTION,03/13/2007,950 CORBETT AV,2006.0641,200201106632,APARTMENT,2799013,Resident,3 New Unit Condominium,TO ERECT 4 STORY 3 DWELLING RESIDENCE,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,40-X,Twin Peaks,Central,SUPERVISORIAL DISTRICT 8,BLDG PERMIT,,,,,,Approved,June 02 2006,ROUGH FRAME,March 13 2007,"(37.75183162050, -122.44373028500)"
PL APPROVED,03/26/2015,126 LAGUNA ST,2014.0965,,,856013,Resident,"To add two dwelling units to an existing five-unit multifamily building.  The units will be located within the existing basement, thereby not expanding the overall depth or width of the existing building.  This project proposes a small expansion to the b",,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,RESIDENTIAL TRANSIT ORIENTED DISTRICT,RTO,40-X,Western Addition,Buena Vista,SUPERVISORIAL DISTRICT 5,CASE TRACKING,KBURNS,June 25 2014,Robert Gilson,Robert Gilson,415-551-7632,Approved,March 26 2015,,,"(37.77225227980, -122.42513330000)"
CONSTRUCTION,12/18/2014,149 29TH ST,2012.1451,201203125903,2 FAMILY DWELLING,6634026,Resident,"Demo existing building and construct 4-story, 2-unit residential building",ERECT 4 STORIES OF 2 DWELLING UNITS.TYPE 5 CONSTRUCTION,2,2,0,0,0,0,0,0,0,0,0,-1410,0,0,0,0,-1410,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Bernal Heights,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,November 27 2012,,,,,,"ROUGH FRAME, PA",December 18 2014,"(37.74365097060, -122.42342488200)"
CONSTRUCTION,11/18/2014,851 CORBETT AV,2012.1131,201311071427,2 FAMILY DWELLING,2778013,Resident,Remodel single family home and change it to a 2 unit building with a 2 car garage and new top floor.,"ERECT A 4-STORY, 2-UNIT RESIDENTIAL.",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,40-X,Twin Peaks,Central,SUPERVISORIAL DISTRICT 8,CASE TRACKING,,August 30 2012,Michael Baushke,Michael Baushke,415-703-0904,,,"LATH, EXTERIOR",November 18 2014,"(37.75308673230, -122.44328992300)"
CONSTRUCTION,03/13/2015,181 FREMONT ST,2007.0456,201305015894,,3719010,Mixres,"66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of","TO ERECT 54 STORIES, 5 BASEMENT, 74 RESIDENTIAL WITH COMMERCIAL, PARKING BUILDING.
",74,74,0,0,530316,0,0,530316,0,0,0,492866,0,0,492866,0,0,0,true,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),700-S-2,Financial District,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,SJONES,May 15 2007,Daniel Kingsley,Daniel Kingsley,415.421.8200,Approved,March 15 2013,OK TO POUR,March 13 2015,"(37.78964244020, -122.39522078800)"
BP ISSUED,02/18/2015,346 POTRERO AVENUE,2012.0793,201311202405,,3962008,Mixres,"The proposed project is the demolition of an existing car wash and construction of new 9-story mixed-use building with 75 dwelling unit, and 3,375 sf of ground floor commercial, and 57 off-street residential parking spaces.",ERECT 9 STORIES OF 72 DWELLING UNITS. MIX USE,72,72,0,0,3375,0,0,0,0,3375,0,3375,0,0,0,0,3375,0,true,,URBAN MIXED USE,UMU,85-X,Mission,Mission,SUPERVISORIAL DISTRICT 10,CASE TRACKING,DSANCHEZ,October 12 2012,Christopher Davenport,Christopher Davenport,925 309-2503,,August 20 2012,ISSUED,February 18 2015,"(37.76513959890, -122.40781645900)"
CONSTRUCTION,04/14/2015,1450 FRANKLIN ST,,200809252660,APARTMENTS,671006,Resident,,"ERECT A 13 STORIES 69 RESIDENTIAL UNIT & COMMERCIAL BUILDING WITH PARKING;
DEMOLISH A 2 STORY AUTO SALES AND SERVICE GARAGE",69,69,0,0,0,0,0,0,0,0,0,-24000,0,0,0,0,-24000,0,true,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,130-E,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,,,,,,,,FLUES/VENTS/DUC,April 14 2015,"(37.78805629210, -122.42325307300)"
CONSTRUCTION,01/08/2014,268 MADISON ST,2008.1382,200711077587,1 FAMILY DWELLING,5943008,Mixres,"The proposal is to demolish a single-family residence, constructed in 1906, split the lot into two lots @3,000 square feet each, and construct a single-family dwelling on each newly created lot.   This DR is for the new construction of the southern build",CONSTRUCT 3 STORY SINGLE FAMILY DWELLING,70,67,10,10,30000,0,0,0,0,30000,0,25000,0,0,0,0,25000,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,MSMITH,February 03 2009,,,,Approved,March 24 2009,OK TO COVER,January 08 2014,"(37.72572244580, -122.42280357400)"
BP ISSUED,02/20/2015,570 JESSIE ST,2005.1018,200602023710,APARTMENTS,3703086,Resident,"Demolish existing 15,000 sq. ft. office/printing shop and construct 47 dwelling units and 24 parking spaces. Total sq. footage of new struction would be 31,135 (36,973, as of 3-28-2007) sq. ft. and building would be approximately 80' (74' 10"", as of 2-28","TO ERECT 8 STORY, 47 CONDO UNITS",47,47,0,0,0,0,0,0,0,0,0,-15000,0,0,0,-15000,0,0,true,,DOWNTOWN- GENERAL,C-3-G,120-F,South of Market,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,JMILLER,September 11 2008,Andrew Greene,Andrew Greene,415-412-8648,APPROVED WITH C,October 23 2008,ISSUED,February 20 2015,"(37.78077927600, -122.41031027400)"
PL APPROVED,12/20/2010,374  5TH ST,2009.0765,,,3753008,Resident,"Rear yard and open space variance to convert 47 tourist hotel rooms to 47 SRO units.  Project is related to 235 O'Farrell St. site, which is proposing conversion of 23 residential hotel rooms to tourist use.  Per Chapter 41 of Admin Code, replacement roo",,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,MIXED USE-RESIDENTIAL,MUR,85-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,CTEAGUE,September 15 2010,Ilene Dick,Ilene Dick,415-954-4958,APPROVED,December 20 2010,,,"(37.77920311100, -122.40244361200)"
PL APPROVED,06/22/2015,1700 MARKET ST,2013.1179,,,855016,Mixres,"43 unit,  8 story residential building with ground floor commerical.",,42,42,0,0,1474,0,0,0,0,1474,0,-1926,0,0,0,0,-1926,0,true,,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-3,85-X,Western Addition,Buena Vista,SUPERVISORIAL DISTRICT 5,CASE TRACKING,TCHANG,July 02 2014,Warner Schmalz,Warner Schmalz,415-252-7063,Approved,June 22 2015,,,"(37.77295341530, -122.42244714200)"
CONSTRUCTION,06/05/2015,1650 BROADWAY *,2008.0862,201203055396,APARTMENTS,570011,Resident,,"ERECT 7 STORIES, 2 BASEMENTS 34 DWELLING UNITS, TYPE 1-B BUILDING ON A VACANT LOT.",34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, MEDIUM DENSITY",RM-3,80-A,Pacific Heights,Marina,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,GCABRERO,,,,,,,"ROUGH FRAME, PA",June 05 2015,"(37.79591251780, -122.42447095500)"
BP FILED,05/17/2013,376 CASTRO ST,2004.0976,201305177243,,2623006,Mixres,"Demolition of a gas station and construction of a mixed-use building with 24 dwelling units, appx. 2,800 GSF of ground floor commercial use, and 24 off-street parking spaces.","TO ERECT 6-STORY, 24 UNITS W/ GARAGE, COMMERCIAL & PARKING BUILDING.",24,24,0,0,1900,0,0,0,0,1900,0,1900,0,0,0,0,1900,0,true,,UPPER MARKET STREET NEIGHBORHOOD COMMERCIAL,NCD,65-B,Castro/Upper Market,Buena Vista,SUPERVISORIAL DISTRICT 8,CASE TRACKING,RCRAWFOR,November 10 2005,Bruce  Baumann,Bruce  Baumann,415 551-7884,Approved-Modifications,August 02 2012,,,"(37.76292125260, -122.43550009100)"
BP ISSUED,12/18/2013,1785 15TH ST,,201210242702,APARTMENTS,3555036,Resident,,"ERECT 5-STORY, TYPE 3, 8 DWELLING UNITS BUILDING.",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,RESIDENTIAL TRANSIT ORIENTED- MISSION,RTO-M,55-X,Mission,Mission,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,ISSUED,December 18 2013,"(37.76620632310, -122.42380624800)"
BP APPROVED,03/13/2014,5050 MISSION ST,2006.1213,201006104250,,6969001,Mixres,"The proposed project would demolish the existing retail and auto repair shop and construct a 61-unit residential building, 8,000 sq. ft. of retail, and 82 parking spaces. The building would be 60 feet in height plus basement and would be approximately 11",,61,61,0,0,8000,0,0,0,0,8000,0,7030,0,0,0,0,7030,0,true,,EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT,NCD,65-A,Outer Mission,South Central,SUPERVISORIAL DISTRICT 11,CASE TRACKING,BBOLLING,March 10 2008,Paul O'Driscoll,Warner Schmalz,415-252-7063,Approved,August 14 2008,APPROVED,March 13 2014,"(37.71773276940, -122.44058783000)"
PL APPROVED,07/07/2014,2100 MARKET ST,2014.0519,,,3542041,Mixres,"The proposed project is to demolish an existing 2-story mixed-used building and construct a 7-story, mixed-use residential and retail building.  The proposed new building will include 64 dwelling units, on grade parking for 15 cars with car lifts, and 4,",,60,60,0,0,3450,0,0,0,0,3450,0,-956,0,0,0,0,-956,0,true,,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,60/65-X,Castro/Upper Market,Buena Vista,SUPERVISORIAL DISTRICT 8,CASE TRACKING,MSMITH,October 02 2014,Brian Spiers,Brian Spiers,415-445-4670,Approved,July 07 2014,,,"(37.76750942610, -122.42943198600)"
BP ISSUED,12/30/2014,2800 SLOAT BL,2005.1066,201402047761,,2515001,Resident,"Demolition of existing buildings and construction of three new five-story buildings with a total of 55 dwelling units, 48 parking spaces in an underground parking garage, 26,000 gsf of ground floor retail, and 34 covered spaces for the commercial use.","TO ERECT 5 STORIES, 1 BASEMENT, 56 UNITS RESIDENTIAL OVER COMMERCIAL, MIXED USED BUILDING.",56,56,0,0,0,0,0,0,0,0,0,9656,0,0,0,0,26000,-16344,true,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,100-A,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,CASE TRACKING,KCONNER,July 19 2007,Kieran O'Carroll,Rachel Hamilton,510-547-6914,Approved,November 13 2008,ISSUED,December 30 2014,"(37.73585377390, -122.50473733200)"
BP ISSUED,01/30/2014,200-214 06TH ST,2011.0119,201211295086,,3731001,Mixres,"The proposed project is the demolition of an existing 144 room hotel buidling and construction of a new mixed - use building with 56 affordable dwelling units, approximately 3,074 sq.ft. of retail, and 15 off-street parking spaces.",ERECT 9 STORY 67 DWELLING UNITS.,67,44,67,44,3074,0,0,0,0,3074,0,3074,0,0,0,0,3074,0,true,,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,85-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,SFRA,CTEAGUE,February 09 2011,,,,,,ISSUED,January 30 2014,"(37.77937939100, -122.40710157300)"
PL APPROVED,06/19/2014,114 07th Street,2012.0673,,,3726103,Mixres,"A new 8-story residential development consisting of 48 dwelling units, 1 level of below-grade parking with 15 spaces, and 2,795 sf of ground floor retail.",,39,39,0,0,2795,0,0,0,0,2795,0,-29605,0,0,0,0,2795,-32400,true,,MIXED USE-GENERAL,MUG,85-X,South of Market,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,RSUCRE,August 14 2012,Nicole Belcore,Andrew J. Junius,415 567-9000,Approved,June 19 2014,,,"(37.77907287020, -122.41031238000)"
BP APPROVED,05/22/2015,5400 GEARY BL,2004.0482,200806275522,,1450008,Mixres,Existing theater building would be preserved - second floor would be expanded to create a full second floor full-service restaurant (preserving one theater screen) and ground floor would be for retail use.   New four-story mixed-use building would be con,"ERECT  A 4 STORIES, 39 DWELLING UNITS (RESIDENTIAL CONDO/COMM & GARAGE.)",39,39,0,0,2500,0,0,0,0,2500,0,-10748,0,0,0,0,-10748,0,true,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,40-X,Inner Richmond,Richmond,SUPERVISORIAL DISTRICT 1,CASE TRACKING,MWOODS,June 01 2004,Patrick Luy,David Silverman,567-9000,Approved,April 25 2013,APPROVED,May 22 2015,"(37.78110655590, -122.47759248000)"
