,Unnamed: 0,actdate,action,action_seq,address,aff,aff_dec,affnet,affordab_1,affordable,affordable_net,affordablenet,alias,apn,best_date,best_stat,beststat_group,block,bpapplno,building_type_id,caseno,centralsoma,cie,cie_existing,cie_net,cie_proposed,cienet,classified_neighborhood,contact,contactadd,contactcity,contactph,contactphone,cost,cult_inst_educ,dbi_actdate,dbi_action,dbi_filed,dbi_permit,dbi_permit_id,dbi_project_description,dbidesc,decdate,decision,descript,district,districtname,dname,entitled,entitlement,entitlementstatus,filedate,first_project_record_date,firstfiled,fullname,geography,height,height_lim,heightlimit,heightnum,industrial_existing,industrial_net,industrial_proposed,landuse,latest_project_record_date,latest_project_status,location,lot,med,medical,medical_existing,medical_net,medical_proposed,mednet,mips,mipsnet,neighborhood,net_added_sf,net_added_units,net_cult_inst_educ,net_gsf,net_medical,net_office,net_prod_dist_rep,net_ret_ent,net_visitor,new_rehab,objectid,office,office_existing,office_net,office_proposed,original_data_file,parking,parkingnet,pda,pdr,pdrnet,planarea,plandistrict,planner,planning_filed,planning_id,planning_project_description,planningdistrictscombo,pln_review,pln_reviewdate,plndesc,plndistrict,prod_dist_rep,project_dates,project_duration_days,project_statuses,propuse,report_quarter,report_year,ret,ret_ent,retailcomm_existing,retailcomm_net,retailcomm_proposed,retnet,sitearea,sizecat,sort,source,sponsor,sponsor_firm,sponsor_name,standardaddress,status_group,statusgroup,supdist,supedist,taz,tempselect,total_gsf,total_gsf_commercial,totalsqftestim,traffic_analysis_zone,units,unitsnet,visit,visitnet,visitor,visitor_existing,visitor_net,visitor_proposed,x,y,zonename,zoning,zoning_gen,zoning_generalized,zoning_sim,zoning_simplified,zoningdistrictname
9214,9214,,,,162 GRAND VIEW AV,0.0,,0.0,,,,,,2754052,2014-10-22,BP FILED,,,201410229565.0,,,,0.0,,,,0.0,Twin Peaks,,,,,,,,,,,,,,Multiple Permits,,,,Central,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,,,2014-10-22,,,"(37.75550535050, -122.44061512700)",40-X,,,,,,,Resident,2014-10-22,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Noe Valley,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2014-10-22', '2014-10-22')",0.0,"('BP FILED', 'BP FILED')",1 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 8,,,,0.0,,,,2.0,2.0,0.0,0.0,,,,,37.7555053505,-122.440615127,,,,,RH-2,,
14911,14911,,,,800 PRESIDIO AV,,,,,83.0,83.0,,,APN 1073013,2016-03-21,CONSTRUCTION,,,201204168406.0,,2006.0868,,,11320.0,10180.0,21500.0,,Presidio Heights,Bre Martinez,,,510-267-4679,,$18000000.00,,,,,,,,"TO ERECT 5 STORIES, 50 UNITS COMMUNITY CENTER / HOUSING, MIXED USED BUILDING WITH 1 BASEMENT.",,,,Richmond,"RESIDENTIAL- MIXED, LOW DENSITY",,,,-1.0,,2016-03-21,11/12/2008,,,,,40-X-55-X,,0.0,0.0,0.0,Mixres,2016-03-21,CONSTRUCTION,"(37.7840451596, -122.445743)",,,,0.0,0.0,0.0,,,,Western Addition,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,MJACINTO,,,,,,,"The proposed project would demolish the existing one-story community center and construct a new building consisting of 83 dwelling units (59 units of work-force housing and 21 units of affordable housing.), 21,500 sq. ft. community center on the ground f",,,"('2014-06-20', '2014-06-20', '2016-03-21')",0.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",,1,2016,,,0.0,0.0,0.0,,,,,,Patricia  Scott,,,,,,SUPERVISORIAL DISTRICT 5,,,,,,,,83.0,83.0,,,,0.0,0.0,0.0,37.7840451596,-122.445743,,RM-1,,,,,
10408,10408,,,,536 HUDSON AV,,,,,0.0,,0.0,,APN 4591C020,2015-01-14,BP FILED,,,201501145725.0,,,,0.0,,,,0.0,Bayview Hunters Point,,,,,,,,,,,,,,"CONSTRUCT (N) APARTMENT, GARAGE",,,,,"RESIDENTIAL- MIXED, LOW DENSITY",D10,,,0,,2015-01-14,,,"(37.72893089050, -122.36824333400)",,HP-RA,,,,,,Resident,2015-01-14,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Bayview,,,,0.0,,,,,,N,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_2.csv,0.0,0.0,,0.0,0.0,Hunters Point Shipyard,,,,,,,,,,South Bayshore,,"('2015-01-14',)",0.0,"('BP FILED',)",APARTMENTS,2,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,,,,0.0,,,,10.0,10.0,0.0,0.0,,,,,37.7289308905,-122.368243334,,,,,RM-1,,
10219,10219,01/01/42216 12:00:00 AM,OK TO COVER,,5800 03RD ST,,,,,120.0,,120.0,,APN 5431A001,2015-07-31,CONSTRUCTION,,,201211073775.0,,2012.0045,,0.0,,,,0.0,Bayview Hunters Point,"Jared Eigerman, Esq,",,,567.9,,,,,,,,,,"ERECT 4-STORY, TYPE 5, 121 DWELLING UNITS BUILDING.",01/01/41207 12:00:00 AM,APPROVED,The proposed project would construct buildings #3 and #4 as a modification to the previously approved project (case # 2003.0672CE). Building #3 will construct 150 market rate residential units with 141 at-grade parking spaces. Building #4 would construct,,LIGHT INDUSTRIAL,D10,,,-1,,2015-07-31,,,"(37.72517312110, -122.39552004300)",,65-J,,,,,,Resident,2015-07-31,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Bayview,,,,13000.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_2.csv,168.0,168.0,,0.0,13000.0,Bayview Hunters Point,,MSNYDER,,,,,,,,South Bayshore,,"('2015-07-31',)",0.0,"('CONSTRUCTION',)",APARTMENTS,2,2015,0.0,,,,,0.0,,,,CASE TRACKING,Robert Kagan,,,,,,,,,,0.0,,,,121.0,121.0,0.0,0.0,,,,,37.7251731211,-122.39552004299999,,,,,M-1,,
14082,14082,,,,1525 SHOTWELL ST,,,,,0.0,0.0,,,APN 5545019,2013-12-30,BP FILED,,,201312305280.0,,,,,0.0,0.0,0.0,,Bernal Heights,,,,,,$538796.00,,,,,,,,TO ERECT 3 STORIES OF 1 FAMILY DWELLING,,,,Bernal Heights,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,0.0,,2013-12-30,12/30/2013,,,,,40-X,,0.0,0.0,0.0,Resident,2013-12-30,BP FILED,"(37.7447351512, -122.414655)",,,,0.0,0.0,0.0,,,,Bernal Heights,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2013-12-30', '2013-12-30', '2013-12-30')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 9,,,,,,,,1.0,1.0,,,,0.0,0.0,0.0,37.7447351512,-122.41465500000001,,RH-1,,,,,
12466,12466,,,,94103,,,,,0.0,,0.0,,APN 3757045,2008-03-26,BP FILED,,,200803268024.0,,,,0.0,,,,0.0,South of Market,,,,,,,,,,,,,,VERTICAL ADDITION OF 3RD FLOOR OFFICE SPACE AND MEZZANINE AND INTERIOR RENOVATION TO INCLUDE RESTROO,,,,,,,0.0,,,,2008-03-26,03/26/2008,,,40/55-X,,,,,,,MIPS,2008-03-26,BP FILED,"94103
(37.77211527820, -122.40886775500)",,0.0,,,,,0.0,6075.0,2025.0,South of Market,,,,2025.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,Western SoMa (EN); South of Market,South of Market,,,,,,,,,,,"('2008-03-26',)",0.0,"('BP FILED',)",OFFICE,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 6,,,6075.0,,,,0.0,0.0,0.0,0.0,,,,,37.772115278200005,-122.408867755,SERVICE/ARTS/LIGHT INDUSTRIAL,,,,SALI,,
11516,11516,,,,94109,,,,,0.0,,0.0,,APN 0334028,2015-06-25,PL FILED,,,,,2014.0506,,0.0,,,,2541.0,Tenderloin,,,,,,,,,,,,,,,,,,,,,0.0,,,,2015-06-25,04/03/2014,,,80-T,,,,,,,Mixres,2015-06-25,PL FILED,"94109
(37.78429820400, -122.41500379800)",,0.0,,,,,0.0,0.0,0.0,Downtown/Civic Center,,,,5082.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Downtown,TCHANG,,,,,,,Proposed new construction of 8-story building with 28 residential condo units above first floor and two commercial units on first floor.,,,"('2015-06-25',)",0.0,"('PL FILED',)",,3,2015,2541.0,,,,,2541.0,,,,CASE TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 6,,,2541.0,,,,28.0,28.0,0.0,0.0,,,,,37.784298204,-122.41500379799999,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",,,,RC-4,,
12199,12199,,,,94112,,,,,0.0,,0.0,,APN 6940012,2015-07-09,BP ISSUED,,,201410300350.0,,,,0.0,,,,0.0,Oceanview/Merced/Ingleside,,,,,,,,,,,,,,"REVISION TO PA 201403060090, LEGALIZED 2ND UNIT PER PLAN.",,,,,,,-1.0,,,,2015-07-09,10/30/2014,,,40-X,,,,,,,Resident,2015-07-09,BP ISSUED,"94112
(37.72243021570, -122.46156177200)",,0.0,,,,,0.0,0.0,0.0,Ocean View,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Ingleside,,,,,,,,,,,"('2015-07-09',)",0.0,"('BP ISSUED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 7,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7224302157,-122.46156177200001,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,RH-1,,
10534,10534,01/01/41074 12:00:00 AM,APPROVED,,940 GROVE ST,,,,,0.0,,0.0,,APN 0798010,2012-06-14,BP APPROVED,,,201109144613.0,,2010.0009,,0.0,,,,-10000.0,Hayes Valley,David Cincotta,,,415.398.8080,,,,,,,,,,Multiple Permits,01/01/40911 12:00:00 AM,APPROVED,"Demolish existing school use building, remodel the existing historic portion of the building and create four subdivided lots with three new single-family dwellings.",,"RESIDENTIAL- HOUSE, THREE FAMILY",D5,,,-1,01/11/2010,2012-06-14,,,"(37.77688007500, -122.43275577200)",,40-X,,,,,,Resident,2012-06-14,BP APPROVED,,,0.0,,,,,0.0,0.0,0.0,Western Addition,,,,-10000.0,,,,,,N,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_2.csv,0.0,0.0,,0.0,0.0,,,SPERDUE,,,,,,,,Western Addition,,"('2012-06-14',)",0.0,"('BP APPROVED',)",,2,2015,0.0,,,,,0.0,,,,CASE TRACKING,David Cincotta,,,,,,,,,,0.0,,,,3.0,3.0,0.0,0.0,,,,,37.776880075,-122.43275577200001,,,,,RH-3,,
611,611,,,,265 DORLAND ST,,,,,,,,,3580035,2009-11-24,PL APPROVED,,3580,,,,,,,,,,Castro/Upper Market,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-24,,,,,,40-X,,,,,Resident,2009-11-24,PL APPROVED,"265 Dorland St
(37.761953, -122.42981)",035,,,,,,,,,Central,0.0,4.0,,,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,03/19/2009 07:00:00 AM +0000,,Construction of a new 4-story 3/4 unit residential structure in front of existing structure.,,,,,,,"('2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",,1,2012,,,,,,,4186.0,,,,,,,,PL Approved,,8.0,,533.0,,,0.0,,,5.0,,,,,,,,37.761953000000005,-122.42981,,RM-1,,Residential,,RM-1,
73,73,,,,836 48TH AV,,,,,,,,,1690032,2011-11-08,BP REINSTATED,,1690,,,,,,,,,,Outer Richmond,,,,,,,,,,09/07/2007 07:00:00 AM +0000,200709072126,,"Vertical addition: Add 2 additional stories, to include a penthouse level at (E) 2 story bldg. Submi",,,,,,,,,,,,2011-11-08,,,,,,40-X,,,,,Resident,2011-11-08,BP REINSTATED,"836 48th Av
(37.772576, -122.508751)",032,,,,,,,,,Richmond,0.0,1.0,,,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",,1,2012,,,,,,,3600.0,,,,,,,,BP Approved/Issued/Re-Instated,,1.0,,689.0,,,0.0,,,2.0,,,,,,,,37.772576,-122.508751,,RH-2,,Residential,,RH-2,
2085,2085,,,,1601 GALVEZ AV,,,,,,,,,5253001,2012-12-06,BP ISSUED,,,,,,,,,,,,Bayview Hunters Point,,,,,,,,,,11-Sep-12,201209119461,,"TO ERECT 2 STORIES, TYPE 3, WAREHOUSE/OFFICE NEW BUILDING.",,,,,,,,,,-1,,2012-12-06,11-Sep-12,,,,,40-X,,,,,PDR,2012-12-06,BP ISSUED,"1601 Galvez Av
(37.7406978, -122.3880638)",,,,,,,,,,Other S Bayshore,3600.0,0.0,,,,,3600.0,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_4.csv,,,,,,,,,,,,,,,,,7200.0,"('2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06', '2012-12-06')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",,4,2012,,,,,,,,,,,,,,,,,,,662.0,,,7200.0,,,0.0,,,,,,,,37.74069779999999,-122.3880638,,PDR-1-B,,Industrial,,PDR-1-B,
8553,8553,,,,1022 PIERCE ST,,,0.0,,0.0,,,,0754012,2015-02-27,BP ISSUED,,,201303222896.0,,2013.0532,,0.0,,,,0.0,Western Addition,,,,,,,,02/27/2015,ISSUED,,,,,"BUILDING CURRENTLY LEGAL FOR 2 UNITS BUT USED AS A 3-UNIT APT. LEGALIZE ONE (E) UNIT & ADD 1,188 SQ",,,,,,,,True,true,,2015-02-27,,,"(37.779564700000002, -122.4353163)",,,40-X,,,,,Resident,2015-02-27,BP ISSUED,,,0.0,,,,,0.0,0.0,0.0,Western Addition,,,,0.0,,,,,,R,,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_4.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2013-03-22', '2013-03-22', '2013-03-22', '2013-03-22', '2013-03-22', '2013-03-22', '2015-02-27')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",APARTMENTS,4,2014,0.0,,,,,0.0,,2-9,BP Approved/Issued/Re-Instated,PERMIT TRACKING,,,,1022 Pierce St,,,,,,,0.0,,,,4.0,2.0,0.0,0.0,,,,,37.77956470000001,-122.4353163,,,Residential,,RM-3,,"RESIDENTIAL- MIXED, MEDIUM DENSITY"
8305,8305,,,,19-25 MASON ST & 2-16 TURK ST,,,0.0,,0.0,,,,0340002,2014-03-04,PL APPROVED,,,,,2012.0678,,0.0,,,,0.0,Tenderloin,John Kevlin,,,,,,,,,,,,,,,,"Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including",,,,,True,true,08/14/2012,2014-03-04,,,"(37.783439000000001, -122.4091452)",,,120-X,,,,,Mixres,2014-03-04,PL APPROVED,,,0.0,,,,,0.0,0.0,0.0,Downtown/Civic Center,,,,2825.0,,,,,,R,,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_4.csv,,,,0.0,0.0,,,,,,,,Approved,03/04/2014,,,,"('2014-03-04',)",0.0,"('PL APPROVED',)",,4,2014,2825.0,,,,,2825.0,,100-249,PL Approved,CASE TRACKING,John Kevlin,,,19 Mason St,,,,,,,2825.0,,,,155.0,155.0,0.0,0.0,,,,,37.783439,-122.40914520000001,,,Commercial,,C-3-G,,DOWNTOWN- GENERAL
11752,11752,,,,94115,,,,,0.0,,0.0,,APN 1152018,2014-12-23,BP ISSUED,,,201210041365.0,,,,0.0,,,,0.0,Western Addition,,,,,,,,,,,,,,HORIZONTAL & VERTICAL ADDITION.  4 STORIES OVER BASEMENT. CONVERT SINGLE FAMILY DWELLING TO 3 FAMILY,,,,,,,-1.0,,,,2014-12-23,10/04/2012,,,40-X,,,,,,,Resident,2014-12-23,BP ISSUED,"94115
(37.77857936330, -122.44152801100)",,0.0,,,,,0.0,0.0,0.0,Western Addition,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Western Addition,,,,,,,,,,,"('2014-12-23',)",0.0,"('BP ISSUED',)",APARTMENTS,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 5,,,0.0,,,,3.0,2.0,0.0,0.0,,,,,37.7785793633,-122.441528011,"RESIDENTIAL- MIXED, LOW DENSITY",,,,RM-1,,
14464,14464,,,,302 UNIVERSITY ST,,,,,0.0,0.0,,,APN 5991002,2015-11-05,BP APPROVED,,,201407302510.0,,,,,0.0,0.0,0.0,,Portola,,,,,,$500000.00,,,,,,,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",,,,South Central,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,-1.0,,2015-11-05,07/30/2014,,,,,40-X,,0.0,0.0,0.0,Resident,2015-11-05,BP APPROVED,"(37.7262792492, -122.414233)",,,,0.0,0.0,0.0,,,,Excelsior,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2014-08-06', '2015-11-05', '2015-11-05')",0.0,"('BP REINSTATED', 'BP APPROVED', 'BP APPROVED')",1 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 9,,,,,,,,1.0,1.0,,,,0.0,0.0,0.0,37.7262792492,-122.41423300000001,,RH-1,,,,,
14053,14053,,,,4621 19TH ST,,,,,0.0,0.0,,,APN 2701A019,2014-04-14,PL FILED,,,,,2014.0543,,,0.0,0.0,0.0,,Twin Peaks,,,,,,$297500.00,,,,,,,,,,,,Central,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,0.0,,2014-04-14,04/14/2014,,,,,40-X,,0.0,0.0,0.0,Resident,2014-04-14,PL FILED,"(37.7587824580, -122.441165)",,,,0.0,0.0,0.0,,,,Castro/Upper Market,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,"RENOVATION OF AN (E) SINGLE FAMILY RESIDENCE INCLUDING REAR & VERTICAL ADDITIONS, CONSTRUCTION OF SECOND UNIT OF REAR ADDITION, ASSOCIATED STRUCTURAL, MECHANICAL, ELECTRICAL, PLUMBING,LANDSCAPING.",,,"('2014-04-14', '2014-04-14', '2014-04-14')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",2 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 8,,,,,,,,2.0,1.0,,,,0.0,0.0,0.0,37.758782458,-122.44116499999998,,RH-2,,,,,
13809,13809,,,,1055 ASHBURY ST,,,,,0.0,0.0,,,APN 1269167,2016-03-23,CONSTRUCTION,,,201307313282.0,,2013.0771,,,0.0,0.0,0.0,,Haight Ashbury,Chris Fol,,,577-9885,,$0.00,,,,,,,,"TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.",,,,Buena Vista,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,-1.0,,2016-03-23,07/31/2013,,,,,40-X,,0.0,0.0,0.0,Resident,2016-03-23,CONSTRUCTION,"(37.7636922120, -122.446738)",,,,0.0,0.0,0.0,,,,Haight Ashbury,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,CJP,,,,,,,Construction of a 4 story single family home on empty lot,,,"('2015-02-17', '2016-01-05', '2016-03-23')",0.0,"('BP ISSUED', 'BP REINSTATED', 'CONSTRUCTION')",,1,2016,,,0.0,0.0,0.0,,,,,,Derrel My,,,,,,SUPERVISORIAL DISTRICT 5,,,,,,,,1.0,1.0,,,,0.0,0.0,0.0,37.763692211999995,-122.44673799999998,,RH-2,,,,,
625,625,,,,2299 MARKET ST,,,,,,,,,3564091,2010-08-16,PL APPROVED,,3564,,,,,,,,,,Castro/Upper Market,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-16,,,,,,50-X,,,,,Mixres,2010-08-16,PL APPROVED,"2299 Market St
(37.7642396, -122.4329447)",091,,,,,,,,,Central,6940.0,18.0,,,,,,6940.0,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,10/06/2009 07:00:00 AM +0000,,"Develop vacant lot with 34,477 sqft, 5-story, 50-foot high mixed-use building with ground floor retail, 18 residential units and a basement garage.  Project includes a rear yard modification request.",,,,,,,"('2010-08-16', '2010-08-16', '2010-08-16', '2010-08-16', '2010-08-16', '2010-08-16', '2010-08-16', '2010-08-16')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",,1,2012,,6940.0,,,,,7316.0,,,,,,,,PL Approved,,8.0,,561.0,,,6940.0,,,18.0,,,,,,,,37.7642396,-122.4329447,,UPR MARKET,,Neighborhood Commercial,,UPR MARKET,
12083,12083,,,,94121,,,,,0.0,,0.0,,APN 1402036,2015-04-09,BP FILED,,,201504093287.0,,,,0.0,,,,0.0,Outer Richmond,,,,,,,,,,,,,,ADD 1 RESIDENTIAL UNIT (1 BEDROOM & 2 BATHROOMS) . CONVERT CRAWL SPACE TO HABITABLE SPACE. EXTEND 2,,,,,,,0.0,,,,2015-04-09,04/09/2015,,,40-X,,,,,,,Resident,2015-04-09,BP FILED,"94121
(37.78285820620, -122.49213181000)",,0.0,,,,,0.0,0.0,0.0,Outer Richmond,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Richmond,,,,,,,,,,,"('2015-04-09',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 1,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7828582062,-122.49213181,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,RH-2,,
9738,9738,December 18 2014,"ROUGH FRAME, PA",,149 29TH ST,0.0,,0.0,,,,,,6634026,2014-12-18,CONSTRUCTION,,,201203125903.0,,2012.1451,,0.0,,,,0.0,Noe Valley,,,,,,,,,,,,,,ERECT 4 STORIES OF 2 DWELLING UNITS.TYPE 5 CONSTRUCTION,,,"Demo existing building and construct 4-story, 2-unit residential building",Central,"RESIDENTIAL- HOUSE, THREE FAMILY",,,True,,November 27 2012,2014-12-18,,,"(37.74365097060, -122.42342488200)",40-X,,,,,,,Resident,2014-12-18,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Bernal Heights,,,,-1410.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2012-03-12', '2012-03-12', '2012-11-27', '2012-11-27', '2012-11-27', '2013-07-25', '2013-07-25', '2013-07-25', '2014-06-26', '2014-06-26', '2014-12-18', '2014-12-18')",0.0,"('BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2 FAMILY DWELLING,1,2015,0.0,,,,,-1410.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 8,,,,0.0,,,,2.0,2.0,0.0,0.0,,,,,37.7436509706,-122.423424882,,,,,RH-3,,
13867,13867,,,,119 VERNON ST,,,,,0.0,0.0,,,APN 7085017,2014-02-06,BP FILED,,,201402067966.0,,,,,0.0,0.0,0.0,,Oceanview/Merced/Ingleside,,,,,,$200000.00,,,,,,,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",,,,Ingleside,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,0.0,,2014-02-06,02/06/2014,,,,,40-X,,0.0,0.0,0.0,Resident,2014-02-06,BP FILED,"(37.7146829205, -122.468278)",,,,0.0,0.0,0.0,,,,Ocean View,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2014-02-06', '2014-02-06', '2014-02-06')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 11,,,,,,,,1.0,1.0,,,,0.0,0.0,0.0,37.7146829205,-122.468278,,RH-1,,,,,
