APN,NAMEADDR,BESTSTAT,BESTDATE,CASENO,BPAPPLNO,PROPUSE,NEW_REHAB,Alias,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFFORDABLE,AFFORDABLENET,EntitlementStatus,PARKING,PARKINGNET,TOTAL_GSF,NET_GSF,CIE,CIENET,MED,MEDNET,MIPS,MIPSNET,PDR,PDRNET,RET,RETNET,VISIT,VISITNET,FILEDATE,PLANNER,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,SOURCE,SupeDistrict,PLANAREA,PLNDISTRICT,NEIGHBORHOOD,ZONING_SIM,DISTRICTNAME,HEIGHT_LIMIT,X,Y,geography
APN 5991002,302 UNIVERSITY ST,BP REINSTATED,08/06/2014,,201407302510,1 FAMILY DWELLING,N,,Resident,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,REINSTATED,01/01/41857 12:00:00 AM,PERMIT TRACKING,D9,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.414233256,37.7262792483,"(37.72627924830, -122.41423325600)"
APN 1675016,844 33RD AV,BP FILED,03/19/2015,,201503191386,APARTMENTS,R,,Resident,,TO COMPLY WITH NOV #201470021 - LEGALIZE IN-LAW UNIT ST GROUND FLOOR AT REAR OF GARAGE AREA.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.492509253,37.7732342446,"(37.77323424460, -122.49250925300)"
APN 5524044,3303 FOLSOM ST,BP FILED,03/03/2015,,201503039806,2 FAMILY DWELLING,R,,Resident,,"REMODEL OF UPPER UNIT AT 4TH FL; 3RD FL, 125 SQ FT BACK ADDITION W/ EQUAL SIZE REDUCTION OF DECK, NE",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D9,,Bernal Heights,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.413018417,37.7449714559,"(37.74497145590, -122.41301841700)"
APN 4146025,963 ALABAMA ST,BP FILED,01/21/2015,,201501216187,2 FAMILY DWELLING,R,,Resident,,HORIZONTAL & VERTICAL ADDITION TO REMODEL 2-STORY SFR TO 4-STORY DUPLEX. LOWER UNIT TO HAVE (3) BEDR,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.411054504,37.7565224002,"(37.75652240020, -122.41105450400)"
APN 4266012,1274 HAMPSHIRE ST,BP FILED,03/03/2015,,201503039869,APARTMENTS,R,,Resident,,UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE OF ONE NEW UNIT AT REAR GARAGE AT FIRST FLOOR. INTERIOR,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,-122.407465265,37.7518161526,"(37.75181615260, -122.40746526500)"
APN 0443A017,1767 BEACH ST,BP FILED,01/30/2015,,201501307147,APARTMENTS,R,,Resident,,LEGALIZE (E) IN LAW UNIT UNDER AMNESTY PROGRAM ORDINANCE #4314,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D2,,Marina,Marina,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,-122.438356513,37.8040033982,"(37.80400339820, -122.43835651300)"
APN 4209002,1110 YORK ST,BP FILED,02/10/2015,,201502107933,2 FAMILY DWELLING,R,,Resident,,ADD 2ND RESIDENTIAL UNIT. 1-STORY VERTICAL ADDITION. 3-STORY ADDITION TO THE SOUTH ELEVATION. PROVID,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.40857966,37.754026922,"(37.75402692200, -122.40857966000)"
APN 0596004,1837 LARKIN ST,BP FILED,01/05/2015,,201501054868,APARTMENTS,R,,Resident,,"ADD ONE DWELLING UNIT. RAISE THE ENTIRE BLDG 10'-0"" TO FILL-IN THE NEW IST FLR. NEW PARKING SPACES &",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D3,,Northeast,Nob Hill,NCD,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,40-X,-122.420172826,37.7948554571,"(37.79485545710, -122.42017282600)"
APN 4085003,824 FLORIDA ST,BP FILED,03/11/2015,,201503110498,2 FAMILY DWELLING,R,,Resident,,VERTICAL&HORIZONTAL ADDITION. ADD 3 STORIES. ADD 1 UNIT. ADD ROOF DECK. UNIT 1: 1&2/FL-3 BR & 2 1/2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.410910013,37.7586408651,"(37.75864086510, -122.41091001300)"
APN 6577046,3769 CESAR CHAVEZ ST,BP FILED,03/23/2015,,201503231627,APARTMENTS,R,,Resident,,LEGALIZATION OF UNWARRANTED UNIT FOR A TOTAL OF 3 UNITS. ORDINANCE #43-14.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,,Central,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.423965919,37.7476387167,"(37.74763871670, -122.42396591900)"
APN 6665049,53 MIGUEL ST,BP FILED,03/06/2015,,201503060173,APARTMENTS,R,,Resident,,"BUILDING UNIT COUNT VERIFICATION, legalizing unit, change of use, R3 to R2 to comply with Informatio",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,,Central,Glen Park,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.429339697,37.7391576131,"(37.73915761310, -122.42933969700)"
APN 1598020,4524 CABRILLO ST,BP FILED,03/31/2015,,201503312346,2 FAMILY DWELLING,R,,Resident,,"LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE# 43-14. ADD 2 BEDROOMS, 1 BATHROOM & 1 KITCHEN.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,Western Shoreline,Richmond,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.507321828,37.7736178614,"(37.77361786140, -122.50732182800)"
APN 7279041,34 COUNTRY CLUB DR,BP FILED,01/27/2015,,201501276733,2 FAMILY DWELLING,R,,Resident,,LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER  ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D7,,Ingleside,Lakeshore,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,-122.495087217,37.7298683946,"(37.72986839460, -122.49508721700)"
APN 3618092,978 - 980 GUERRERO ST,BP FILED,02/17/2015,2014.1363,201502178455,APARTMENTS,,,Resident,Variance request to the rear yard requirement of an existing NCU two unit residential structure.,"CONVERSION OF (E) BASEMENT & CRAWL SPACE INTO 3RD DWELLING UNIT.  CREATION OF SUNKEN TERRACE FOR (N) DWELLING UNIT W/IN REAR YARD, RECONSTRUCT REAR STAIR FROM TOP FL UNIT TO ACCOMMODATE SUNKEN TERRACE, ALTERATIONS TO FRONT YARD TO ACCOMMODAT FRONT ENTRY",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/05/2014,RSUCRE,Brian Kaufman,,,CEQA,01/01/42060 12:00:00 AM,,,CASE TRACKING,D8,,Mission,Mission,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,-122.423563225,37.7555306037,"(37.75553060370, -122.42356322500)"
APN 6304014,972 RUTLAND ST,BP FILED,03/02/2015,,201503029757,2 FAMILY DWELLING,R,,Resident,,LEGALIZE EXISTING KITCHEN AT 1ST FLOOR. REMOVE INTERIOR STAIRWAY. NEW STREET TREE PER ORD #43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D10,,South Central,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.408720728,37.7103661197,"(37.71036611970, -122.40872072800)"
APN 6092018,575 ATHENS ST,BP FILED,02/12/2015,,201502128257,2 FAMILY DWELLING,R,,Resident,,LEGALIZE A 2ND UNIT PER ORD 43-14. DEPRESS REAR CONCRETE FLOOR SLAB FOR 7.5' CEILING CLEARANCE. INST,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D11,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.430228263,37.7188041669,"(37.71880416690, -122.43022826300)"
APN 1226019,418 SHRADER ST,BP FILED,01/20/2015,,201501206148,1 FAMILY DWELLING,R,,Resident,,REAR STRUCTURE - CONVERTING STRUCTURE AT THE REAR OF THE PROPERTY TO A DWELLING UNIT.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D5,,Buena Vista,Haight Ashbury,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",40-X,-122.451840468,37.7707621281,"(37.77076212810, -122.45184046800)"
APN 2023004,1715 26TH AV,BP FILED,03/19/2015,,201503191302,2 FAMILY DWELLING,R,,Resident,,LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. LEGALIZE & REMODEL (E) ROOM ON THE GROUND F,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.484343161,37.7554179303,"(37.75541793030, -122.48434316100)"
APN 2318005,2219 31ST AV,BP FILED,03/09/2015,,201503090303,2 FAMILY DWELLING,R,,Resident,,"LEGALIZE IN-LAW UNIT AS PER ORDINANCE 43-14. 2 NEW BEDROOMS, 1 NEW KITCHN & 1 NEW BATH.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.489107722,37.7457834966,"(37.74578349660, -122.48910772200)"
APN 2067002O,1855 30TH AV,BP FILED,03/31/2015,,201503312342,2 FAMILY DWELLING,R,,Resident,,"LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE# 43-14. ADD 1 BEDROOM, 1 BATHROOM & 1 KITCHEN.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.488510371,37.7526737883,"(37.75267378830, -122.48851037100)"
APN 3175003,579 MIRAMAR AV,BP FILED,01/22/2015,,201501226464,2 FAMILY DWELLING,R,,Resident,,TO COMPLY WITH A NOV 201253321. UNIT LEGALIZATION LOWER LEVEL PER ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D7,,Ingleside,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",28-X,-122.458514031,37.7271936793,"(37.72719367930, -122.45851403100)"
APN 1878002C,1563 32ND AV,BP ISSUED,05/15/2015,,201501145739,2 FAMILY DWELLING,R,,Resident,,FORMAL LEGALIZATION OF THE (E) UNAUTHORIZED DWELLING ON GROUND FL. AFTER PERMIT APPLN #200201298019,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42139 12:00:00 AM,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.491039452,37.7580366122,"(37.75803661220, -122.49103945200)"
APN 1579017D,672 37TH AV,BP FILED,03/31/2015,,201503312337,APARTMENTS,R,,Resident,,LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE# 43-14. ADD 2 NEW BEDROOMS & 1 BATHROOM.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.497032788,37.7762863168,"(37.77628631680, -122.49703278800)"
APN 1577001A,607 34TH AV,BP FILED,01/16/2015,,201501165971,2 FAMILY DWELLING,R,,Resident,,LEGALIZE DWELLING UNIT AT GROUND FLOOR PER ORDIANCE NO. 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.494474438,37.7775005576,"(37.77750055760, -122.49447443800)"
APN 7518081,868 DUNCAN ST,BP FILED,03/02/2015,,201503029743,2 FAMILY DWELLING,R,,Resident,,LEGALIZE 1ST FLOOR UNIT AS PER ORDINACE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.439231954,37.7456030202,"(37.74560302020, -122.43923195400)"
APN 1713036,1246 38TH AV,BP FILED,11/21/2014,,201411212188,2 FAMILY DWELLING,R,,Resident,,LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.497223758,37.7636446638,"(37.76364466380, -122.49722375800)"
APN 6614035,255 28TH ST,BP FILED,03/16/2015,,201503160933,1 FAMILY DWELLING,N,,Resident,,TO ERECT 4 STORIES OF 1 SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.428037039,37.7449800741,"(37.74498007410, -122.42803703900)"
APN 3158033,371 STAPLES AV,BP ISSUED,07/03/2015,,201410068187,2 FAMILY DWELLING,R,,Resident,,"UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE 1 BEDROOM, 1 BATHROOM & 1 KITCHEN IN-LAW UNIT @ GROUND",2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42188 12:00:00 AM,PERMIT TRACKING,D7,,Ingleside,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.450463482,37.7288325477,"(37.72883254770, -122.45046348200)"
APN 2623039,53 DOUGLASS ST,BP FILED,12/23/2014,,201412234434,APARTMENTS,R,,Resident,,COMPLY W/NOV#201495141. LEGALIZE (E) DWELLING UNIT BY INSTALLING KITCHEN & REMOVE (E) STAIR TO UPPER,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,,Buena Vista,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.439191437,37.7628748404,"(37.76287484040, -122.43919143700)"
APN 2476034,2670 21ST AV,CONSTRUCTION,07/01/2015,,201412304734,2 FAMILY DWELLING,R,,Resident,,"LEGALIZATION OF DWELLING UNIT PER ORDINANCE 43-14. RECONFIGURE KITCHEN & BATHS LAYOUT ON 1ST FLOOR,",2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,INSULATION,01/01/42186 12:00:00 AM,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.477154849,37.7379352278,"(37.73793522780, -122.47715484900)"
APN 2364047,2433 SANTIAGO ST,BP FILED,12/22/2014,,201412224319,2 FAMILY DWELLING,R,,Resident,,LEGALIZE (E) KITCHEN & ADD (N) LIVING ROOM AT GROUND FLOOR PER PLAN TO CREATE (N) UNIT.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.493528815,37.743890346,"(37.74389034600, -122.49352881500)"
APN 2349038,2308 21ST AV,BP FILED,11/21/2014,,201411212273,2 FAMILY DWELLING,R,,Resident,,"REAR ADDITION AND INTERIOR REMODELING, ADD 2ND UNIT AT GROUND FL, 1 BEDROOM, 1 FAMILY ROOM & 1 BATHR",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.477640315,37.7446213824,"(37.74462138240, -122.47764031500)"
APN 2329008,938 SANTIAGO ST,BP FILED,10/24/2014,,201410249874,2 FAMILY DWELLING,R,,Resident,,"BUILDING ADDITION, CONVERT SINGLE FAMILY DWELLING TO DUPLEX, ADD LIVINGROOM, BEDROOM, BATHROOM & KIT",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.47761693,37.7450853163,"(37.74508531630, -122.47761693000)"
APN 2316001F,2227 33RD AV,BP FILED,10/08/2014,,201410088357,2 FAMILY DWELLING,R,,Resident,,LEGALIZE IN-LAW UNIT @ FIRST FLOOR PER ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.491244913,37.7455294886,"(37.74552948860, -122.49124491300)"
APN 1827013A,1477 26TH AV,BP FILED,11/21/2014,,201411212191,2 FAMILY DWELLING,R,,Resident,,LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.484723717,37.7599102167,"(37.75991021670, -122.48472371700)"
APN 4158011,1076 RHODE ISLAND ST,BP FILED,12/12/2014,,201412123641,2 FAMILY DWELLING,R,,Resident,,"ADDITION OF 3RD FL ABOVE 2ND FL (40'x25'), BUSEMENT ADDITION OF (40'X25')REAR ADDITION OF BLDG AND 1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.402056174,37.7561577623,"(37.75615776230, -122.40205617400)"
APN 1718046,3125 LINCOLN WY,BP FILED,11/06/2014,,201411060898,2 FAMILY DWELLING,R,,Resident,,"LEGALIZATION OF (E) UNAUTHORIZED ""IN LAW"" DWELLING UNIT AT 1/F. UNIT LEGALIZATION ORDINANCE 43-14.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,-122.49165419,37.7645587255,"(37.76455872550, -122.49165419000)"
APN 4158060,1019 KANSAS ST,BP FILED,10/29/2014,,201410290258,2 FAMILY DWELLING,R,,Resident,,LEGALIZATION OF (E) UNAUTHORIZED (WITH COOKING FARLURES) 2ND DWELLING UNIT. UNIT LEGALIZATION ORDINA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.402460377,37.7567530763,"(37.75675307630, -122.40246037700)"
APN 1659041,718 17TH AV,BP FILED,11/04/2014,,201411040618,2 FAMILY DWELLING,R,,Resident,,LEGALIZE ILLEGAL ROOMS ON FIRST FLOOR & CONVERT TO LEGAL IN-LAW DWELLING UNIT UNDER ORDINANCE NO.43-,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.47539856,37.7744245806,"(37.77442458060, -122.47539856000)"
APN 1446038,350 15TH AV,BP FILED,12/30/2014,,201412304716,2 FAMILY DWELLING,R,,Resident,,ADD (1) BEDROOM UNIT & GARAGE @ BASEMENT LEVEL & FAMILY ROOM @ REAR OF BUILDING ON 1ST LEVEL. UNIT I,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.473702247,37.7815509459,"(37.78155094590, -122.47370224700)"
APN 1444015,371 12TH AV,BP FILED,10/02/2014,,201410027946,2 FAMILY DWELLING,R,,Resident,,"HORIZONTAL EXTENSION AT REAR (15'-3""). REMODEL (E) BATHROOM @ 3RD FLOOR. NEW 3 BEDROOMS & 3 BATHROOM",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.471079749,37.781328178,"(37.78132817800, -122.47107974900)"
APN 1418033,252 16TH AV,BP FILED,11/04/2014,,201411040624,2 FAMILY DWELLING,R,,Resident,,CONVERT (E) ENTRACE ROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO.43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.474948526,37.7833280884,"(37.78332808840, -122.47494852600)"
APN 1412030,5921 CALIFORNIA ST,BP FILED,11/18/2014,,201411181853,APARTMENTS,R,,Resident,,"LEGALIZED EXISTING GROUND FLOOR UNIT, 2 BEDROOMS, KITCHEN, LIVING/DINING AND FULL BATH.",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.481109641,37.7838284093,"(37.78382840930, -122.48110964100)"
APN 6604026,1507 DIAMOND ST,BP FILED,05/08/2015,,201505085804,2 FAMILY DWELLING,R,,Resident,,(N) KITCHEN ON BASEMENT & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.435423346,37.7453864868,"(37.74538648680, -122.43542334600)"
APN 1219018,102 BAKER ST,BP FILED,11/25/2014,,201411252470,APARTMENTS,R,,Resident,,COVERT (E) STORAGE SPACE @ 1ST FLR INTO GARAGE W/TOILET (UNDER SEP PERMIT). REBUILD (E) FRONT PORT &,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D5,,Buena Vista,Haight Ashbury,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,-122.440249465,37.7720172868,"(37.77201728680, -122.44024946500)"
APN 1067028,66 COOK ST,CONSTRUCTION,07/21/2015,,201411171684,2 FAMILY DWELLING,R,,Resident,,REAR HORIZONTAL ADDITION OF 2 LIVING LEVELS. ADD INTERNAL STAIRCASE. ADD SMALL KITCHEN & BATH DOWNST,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,OK TO POUR,01/01/42206 12:00:00 AM,PERMIT TRACKING,D2,,Richmond,Presidio Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.451979475,37.7826086878,"(37.78260868780, -122.45197947500)"
APN 0181013,1044 JACKSON ST,BP FILED,11/24/2014,,201411242420,APARTMENTS,R,,Resident,,VERTICAL ADDITION OF 2 FLOORS TO CREATE AN ADDITIONAL RESIDENTIAL UNIT.  4 BEDROOMS AND 2 BATHS AND,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D3,,Northeast,Nob Hill,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",65-A,-122.412285931,37.7954586093,"(37.79545860930, -122.41228593100)"
APN 3634025,25 ALVARADO ST,BP FILED,10/22/2014,2014.1591,201410229595,1 FAMILY DWELLING,R,,Resident,Variance and Conditional Use requests to legalize an existing dwelling unit within the rear yard.,"
LEGALIZE EXISTING UNPERMITTED DWELLING UNIT LOCATED ON 2ND FLOOR OF GARAGE STRUCTURE IN THE REAR OF",4,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/2014,KDURANDE,Kevin Clarke,Jace Levinson,510-452-2800,Approved,01/01/42181 12:00:00 AM,,,CASE TRACKING,D8,Mission (EN),Mission,Mission,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,-122.421904761,37.7541962898,"(37.75419628980, -122.42190476100)"
APN 5991003,306 UNIVERSITY ST,BP REINSTATED,08/06/2014,,201407302511,1 FAMILY DWELLING,N,,Resident,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,REINSTATED,01/01/41857 12:00:00 AM,PERMIT TRACKING,D9,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.414206323,37.7262140066,"(37.72621400660, -122.41420632300)"
